date, license, latitude, longitude, fuel, interior, exterior
"2013-12-01 00:15:05", 237FRH, 45.56225, -122.67504, 75, true, true
"2013-12-01 00:15:05", 235FRH, 45.53462, -122.59768, 100, true, false
"2013-12-01 00:15:05", 234FRH, 45.51563, -122.62688, 100, true, true
"2013-12-01 00:15:05", 232FRH, 45.51507, -122.64294, 45, true, true
"2013-12-01 00:15:05", 176FRH, 45.51044, -122.64731, 21, true, true
"2013-12-01 00:15:05", 177FRH, 45.48481, -122.67689, 100, true, true
"2013-12-01 00:15:05", 178FRH, 45.5577, -122.6495, 33, true, true
"2013-12-01 00:15:05", 183FRH, 45.55926, -122.63682, 57, true, true
"2013-12-01 00:15:05", 184FRH, 45.5354, -122.56886, 54, true, true
"2013-12-01 00:15:05", 212FRH, 45.50292, -122.67719, 48, true, true
"2013-12-01 00:15:05", 338FRH, 45.52248, -122.69336, 66, true, true
"2013-12-01 00:15:05", 185FRH, 45.54666, -122.60768, 69, true, true
"2013-12-01 00:15:05", 186FRH, 45.55822, -122.59495, 69, true, true
"2013-12-01 00:15:05", 202FRH, 45.50803, -122.65376, 78, true, true
"2013-12-01 00:15:05", 203FRH, 45.49945, -122.68051, 100, true, true
"2013-12-01 00:15:05", 320FRH, 45.55387, -122.60085, 96, true, true
"2013-12-01 00:15:05", 321FRH, 45.55359, -122.58674, 48, true, true
"2013-12-01 00:15:05", 322FRH, 45.52847, -122.69212, 96, true, true
"2013-12-01 00:15:05", 323FRH, 45.57652, -122.67527, 60, false, true
"2013-12-01 00:15:05", 346FRH, 45.49891, -122.56801, 100, true, true
"2013-12-01 00:15:05", 345FRH, 45.49411, -122.63559, 57, true, true
"2013-12-01 00:15:05", 167FRH, 45.54813, -122.61974, 66, true, true
"2013-12-01 00:15:05", 344FRH, 45.50365, -122.65268, 54, true, true
"2013-12-01 00:15:05", 343FRH, 45.53613, -122.58806, 100, true, true
"2013-12-01 00:15:05", 342FRH, 45.52267, -122.64856, 81, true, true
"2013-12-01 00:15:05", 341FRH, 45.53721, -122.57504, 36, false, true
"2013-12-01 00:15:05", 347FRH, 45.53689, -122.59421, 39, true, true
"2013-12-01 00:15:05", 340FRH, 45.47293, -122.67349, 57, true, true
"2013-12-01 00:15:05", 339FRH, 45.55576, -122.64286, 100, true, true
"2013-12-01 00:15:05", 189FRH, 45.56185, -122.62046, 42, true, true
"2013-12-01 00:15:05", 381FRH, 45.47912, -122.61811, 51, true, true
"2013-12-01 00:15:05", 383FRH, 45.49953, -122.59309, 69, true, true
"2013-12-01 00:15:05", 384FRH, 45.49404, -122.60411, 66, true, true
"2013-12-01 00:15:05", 385FRH, 45.53004, -122.59864, 66, true, true
"2013-12-01 00:15:05", 386FRH, 45.55699, -122.61246, 100, true, true
"2013-12-01 00:15:05", 387FRH, 45.48102, -122.68192, 60, true, true
"2013-12-01 00:15:05", 350FRH, 45.48166, -122.59698, 30, true, true
"2013-12-01 00:15:05", 389FRH, 45.55374, -122.59116, 75, true, true
"2013-12-01 00:15:05", 391FRH, 45.47409, -122.64886, 100, true, true
"2013-12-01 00:15:05", 392FRH, 45.50558, -122.65296, 12, true, true
"2013-12-01 00:15:05", 393FRH, 45.53287, -122.64416, 15, true, true
"2013-12-01 00:15:05", 394FRH, 45.49153, -122.60723, 48, true, true
"2013-12-01 00:15:05", 395FRH, 45.52934, -122.59477, 63, true, true
"2013-12-01 00:15:05", 396FRH, 45.521, -122.65965, 100, true, true
"2013-12-01 00:15:05", 397FRH, 45.51868, -122.65996, 66, true, true
"2013-12-01 00:15:05", 398FRH, 45.54235, -122.59637, 78, true, true
